"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.RES:WEO(9.0.0)","TWN.GGX_NGDP.A","OBS_VALUE","Taiwan Province of China","Expenditure, General government, Percent of GDP","Annual","Units","32.293","24.332","22.060","22.173","21.243","20.925","19.494","19.020","19.752","22.556","20.138","20.204","20.128","19.336","18.156","17.393","17.521","17.308","17.331","17.228","18.074","17.316","17.888","18.977","17.802"
"IMF.RES:WEO(9.0.0)","TWN.GGXCNL.A","OBS_VALUE","Taiwan Province of China","Net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","-550.546","-565.450","-557.241","-473.352","-535.988","-300.594","-273.933","-297.035","-358.911","-800.510","-715.988","-575.312","-633.141","-495.136","-443.014","-303.985","-384.929","-364.180","-343.705","-337.050","-582.877","-449.105","-391.340","-589.123","-371.097"
"IMF.RES:WEO(9.0.0)","HKG.PPPPC.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Units","25972.257","26631.403","27511.714","28748.170","31931.405","35158.446","38417.895","41803.208","43355.841","42352.816","45407.206","48183.217","49486.792","51602.905","53639.576","54999.342","56203.876","59088.281","60614.794","61118.848","58612.912","65988.196","67430.050","71649.038","75541.065"
"IMF.RES:WEO(9.0.0)","LKA.PPPPC.A","OBS_VALUE","Sri Lanka","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Units","4515.020","4494.648","4697.155","5031.776","5402.584","5871.988","6467.279","7041.748","7550.451","7811.329","8481.770","9344.199","10326.390","10842.729","11626.166","12115.637","12707.666","13616.185","14178.023","14112.953","12940.904","14316.135","14055.431","14083.619","14994.051"
"IMF.RES:WEO(9.0.0)","TWN.GGXWDG.A","OBS_VALUE","Taiwan Province of China","Gross debt, General government, Domestic currency","Annual","Billions","2708.899","3048.535","3165.760","3512.071","3878.450","4100.632","4186.291","4297.374","4374.301","4742.831","5186.842","5468.503","5754.408","5939.511","6094.887","6129.840","6208.231","6206.697","6231.753","6187.839","6399.240","6550.630","6728.060","6853.497","6742.715"
"IMF.RES:WEO(9.0.0)","TWN.PCPIE.A","OBS_VALUE","Taiwan Province of China","All Items, Consumer price index (CPI), End-of-period (EoP)","Annual","Units","82.500","81.110","81.740","81.690","83.010","84.840","85.420","88.260","89.380","89.160","90.260","92.090","93.580","93.890","94.460","94.580","96.180","97.350","97.290","98.410","98.450","101.040","103.780","106.580","108.820"
"IMF.RES:WEO(9.0.0)","TWN.NGDP_FY.A","OBS_VALUE","Taiwan Province of China","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency","Annual","Billions","10328.549","10119.429","10630.911","10924.029","11596.241","12036.675","12572.587","13363.917","13115.096","12919.445","14060.345","14262.201","14677.765","15270.728","16258.047","17055.080","17555.268","18012.387","18420.039","18974.097","20023.752","21773.291","22820.430","23596.734","25592.854"
"IMF.RES:WEO(9.0.0)","LKA.GGXONLB.A","OBS_VALUE","Sri Lanka","Primary net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","-48.479","-51.719","-17.116","-7.516","-36.612","-52.003","-54.796","-63.215","-96.954","-166.684","-93.423","-93.477","-80.466","-53.383","-209.223","-240.701","-29.431","2.072","91.421","-295.030","-1109.735","-1009.353","-894.777","173.332","650.307"
"IMF.RES:WEO(9.0.0)","HKG.NGDP_D.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Price deflator, Index","Annual","Units","81.966","80.512","77.773","73.101","70.476","70.370","69.994","72.190","73.115","72.840","73.037","75.884","78.574","79.998","82.278","85.276","86.673","89.170","92.433","94.323","94.926","95.574","97.188","100.000","103.824"
"IMF.RES:WEO(9.0.0)","HKG.LUR.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Unemployment rate","Annual","Units","5.108","4.925","7.233","7.933","6.875","5.700","4.833","4.117","3.425","5.217","4.417","3.467","3.300","3.400","3.242","3.300","3.383","3.150","2.808","2.908","5.525","5.408","4.350","2.975","3.008"
"IMF.RES:WEO(9.0.0)","TWN.NGDPPC.A","OBS_VALUE","Taiwan Province of China","Gross domestic product (GDP), Current prices, Per capita, Domestic currency","Annual","Units","463648.655","451647.956","472049.054","483266.820","511092.540","528611.003","549584.603","582093.712","569304.959","558805.035","607040.425","614090.637","629519.517","653334.627","693787.589","725992.946","745769.126","764168.408","780876.345","803880.851","849859.999","931465.177","980906.216","1007527.270","1093701.427"
"IMF.RES:WEO(9.0.0)","HKG.PCPI.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","All Items, Consumer price index (CPI), Period average","Annual","Units","70.900","69.758","67.633","65.883","65.642","66.242","67.567","68.942","71.908","72.325","73.983","77.908","81.067","84.583","88.325","90.967","93.158","94.550","96.825","99.617","99.867","101.433","103.342","105.508","107.333"
"IMF.RES:WEO(9.0.0)","HKG.GGSB_NPGDP.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Structural balance, General government, Percent","Annual","Units","-1.366","-4.879","-4.162","-1.990","-0.145","0.667","3.325","6.196","-0.417","2.935","4.343","3.399","3.234","1.013","3.589","0.677","4.690","5.466","2.329","0.319","-5.557","0.941","-4.606","-4.549","-4.652"
"IMF.RES:WEO(9.0.0)","TWN.PCPIEPCH.A","OBS_VALUE","Taiwan Province of China","All Items, Consumer price index (CPI), End-of-period (EoP), percent change","Annual","Units","1.639","-1.685","0.777","-0.061","1.616","2.205","0.684","3.325","1.269","-0.246","1.234","2.027","1.618","0.331","0.607","0.127","1.692","1.216","-0.062","1.151","0.041","2.631","2.712","2.698","2.102"
"IMF.RES:WEO(9.0.0)","HKG.NID_NGDP.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Gross capital formation, Percent of GDP","Annual","Units","27.582","25.491","23.181","22.380","22.357","21.060","22.285","21.396","21.041","21.847","23.890","24.143","25.220","24.030","23.822","21.541","21.507","22.069","21.995","18.190","18.982","16.776","15.230","16.140","15.798"
"IMF.RES:WEO(9.0.0)","HKG.GGR.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Revenue, General government, Domestic currency","Annual","Billions","225.060","175.559","177.489","207.337","238.197","247.035","288.014","358.465","316.562","318.442","376.482","437.723","442.150","455.346","478.668","450.007","573.125","619.836","599.774","590.927","564.230","743.389","622.147","549.407","564.912"
"IMF.RES:WEO(9.0.0)","IND.GGSB.A","OBS_VALUE","India","Structural balance, General government, Domestic currency","Annual","Billions","-1808.155","-2547.144","-2651.571","-3131.886","-2875.702","-2717.641","-2781.492","-2496.494","-4893.722","-6073.652","-6938.532","-7457.313","-7431.777","-7654.279","-8646.884","-9918.190","-11262.656","-10274.511","-12192.408","-14690.974","-16719.571","-18939.837","-22484.407","-22322.331","-26141.222"
"IMF.RES:WEO(9.0.0)","TWN.GGX.A","OBS_VALUE","Taiwan Province of China","Expenditure, General government, Domestic currency","Annual","Billions","3335.409","2462.290","2345.159","2422.199","2463.388","2518.633","2450.950","2541.793","2590.525","2914.154","2831.542","2881.485","2954.347","2952.768","2951.829","2966.313","3075.847","3117.509","3192.316","3268.905","3619.009","3770.227","4082.051","4477.920","4556.048"
"IMF.RES:WEO(9.0.0)","IND.GGXCNL_NGDP.A","OBS_VALUE","India","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-8.409","-11.033","-11.072","-11.428","-9.221","-7.493","-6.380","-4.586","-9.171","-9.701","-8.795","-8.349","-7.550","-7.000","-7.071","-7.205","-7.120","-6.227","-6.339","-7.694","-12.864","-9.448","-8.969","-7.397","-7.900"
"IMF.RES:WEO(9.0.0)","HKG.TM_RPCH.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","17.092","-0.975","7.042","11.429","14.398","9.330","9.903","9.059","3.247","-8.033","18.229","5.603","4.241","8.282","1.026","-1.764","0.945","6.642","4.498","-7.298","-6.736","15.857","-12.301","-5.333","3.494"
"IMF.RES:WEO(9.0.0)","LKA.NGDP_D.A","OBS_VALUE","Sri Lanka","Gross domestic product (GDP), Price deflator, Index","Annual","Units","29.790","33.999","36.842","38.739","42.148","46.540","51.788","59.053","68.695","72.734","78.043","81.149","89.639","95.245","97.074","100.000","105.443","111.214","115.991","120.480","124.220","134.184","197.873","230.854","239.716"
"IMF.RES:WEO(9.0.0)","HKG.GGSB.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Structural balance, General government, Domestic currency","Annual","Billions","-17.791","-63.810","-54.777","-26.040","-1.940","9.515","49.775","100.783","-6.868","51.702","79.360","65.772","66.875","21.918","82.417","16.395","119.691","148.150","67.319","9.497","-163.566","28.156","-137.600","-141.960","-154.577"
"IMF.RES:WEO(9.0.0)","LKA.PCPI.A","OBS_VALUE","Sri Lanka","All Items, Consumer price index (CPI), Period average","Annual","Units","23.133","26.408","28.930","31.525","34.367","38.150","41.942","48.608","59.475","61.558","65.383","69.783","75.050","80.217","82.450","84.283","87.642","93.408","97.400","101.592","106.233","112.558","163.450","191.833","194.217"
"IMF.RES:WEO(9.0.0)","TWN.NGDPDPC.A","OBS_VALUE","Taiwan Province of China","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","14844.238","13357.195","13651.355","14040.597","15290.307","16427.459","16892.883","17723.704","18053.591","16904.543","19181.358","20838.589","21256.361","21945.460","22844.316","22752.991","23070.733","25102.094","25888.836","25992.849","28727.743","33238.717","32909.322","32336.502","34059.670"
"IMF.RES:WEO(9.0.0)","HKG.BCA.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Current account balance (credit less debit), US dollar","Annual","Billions","7.538","10.393","13.129","17.461","16.849","21.637","24.539","27.553","33.007","21.148","15.996","13.844","4.148","4.188","4.055","10.264","12.701","15.593","13.523","21.379","24.121","43.528","36.640","32.404","52.815"
"IMF.RES:WEO(9.0.0)","TWN.GGSB_NPGDP.A","OBS_VALUE","Taiwan Province of China","Structural balance, General government, Percent","Annual","Units","-6.318","-4.976","-4.897","-3.884","-4.560","-2.502","-2.356","-2.860","-2.810","-5.150","-5.360","-4.307","-4.364","-3.164","-2.958","-1.780","-2.082","-1.977","-1.757","-1.602","-2.669","-2.308","-1.807","-2.263","-1.570"
"IMF.RES:WEO(9.0.0)","TWN.NGDP_D.A","OBS_VALUE","Taiwan Province of China","Gross domestic product (GDP), Price deflator, Index","Annual","Units","102.440","101.793","101.379","99.952","99.205","97.713","96.496","95.993","93.460","93.575","92.375","90.381","90.994","92.376","93.917","97.098","97.828","96.830","96.225","96.181","98.145","100.000","102.070","104.372","107.978"
"IMF.RES:WEO(9.0.0)","HKG.GGXONLB.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Primary net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","","","","","","4.033","32.559","96.530","-41.669","-7.068","41.763","37.016","27.404","-14.624","82.596","14.268","90.424","127.608","27.684","-65.159","-304.077","-79.724","-280.541","-243.041","-226.757"
"IMF.RES:WEO(9.0.0)","IND.BCA.A","OBS_VALUE","India","Current account balance (credit less debit), US dollar","Annual","Billions","-2.666","3.400","6.344","14.082","-2.470","-9.901","-9.565","-15.736","-27.914","-38.437","-47.867","-78.200","-87.843","-32.257","-26.788","-22.086","-14.351","-48.662","-57.183","-24.551","24.011","-38.693","-66.982","-26.032","-23.255"
"IMF.RES:WEO(9.0.0)","HKG.GGXCNL.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","-7.834","-63.331","-61.688","-40.128","-4.038","13.964","61.151","123.650","4.150","25.917","75.121","73.686","64.825","21.803","82.485","14.374","111.073","148.973","67.949","-16.903","-251.844","0.254","-188.331","-171.894","-188.312"
"IMF.RES:WEO(9.0.0)","HKG.PPPEX.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021","Annual","Units","7.673","7.371","7.011","6.462","6.067","5.874","5.668","5.691","5.655","5.600","5.547","5.647","5.740","5.747","5.809","5.965","6.006","6.070","6.247","6.190","6.147","5.872","5.575","5.531","5.604"
"IMF.RES:WEO(9.0.0)","HKG.NGDP.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","1337.501","1321.142","1297.340","1256.669","1316.949","1412.125","1503.352","1650.756","1707.488","1659.245","1776.332","1934.430","2037.059","2138.305","2260.005","2398.280","2490.598","2659.611","2835.429","2845.022","2675.793","2867.973","2808.969","2983.408","3175.094"
"IMF.RES:WEO(9.0.0)","IND.GGX.A","OBS_VALUE","India","Expenditure, General government, Domestic currency","Annual","Billions","5582.027","6546.512","7257.267","8361.331","9064.961","9761.839","11449.065","13199.282","16152.664","18171.645","21365.301","24147.724","27210.645","29881.105","32691.542","37265.268","41915.894","44830.016","49689.041","53969.771","61585.922","70523.672","78255.535","84015.823","93861.268"
"IMF.RES:WEO(9.0.0)","LKA.NGSD_NGDP.A","OBS_VALUE","Sri Lanka","Gross national savings, Percent of GDP","Annual","Units","23.948","22.350","22.729","22.868","23.682","25.929","25.723","26.553","21.635","27.979","28.519","26.550","33.398","29.948","29.899","32.064","34.473","37.280","35.101","32.038","31.467","33.027","26.315","27.524","28.722"
"IMF.RES:WEO(9.0.0)","TWN.PCPI.A","OBS_VALUE","Taiwan Province of China","All Items, Consumer price index (CPI), Period average","Annual","Units","81.923","81.920","81.759","81.529","82.840","84.753","85.261","86.793","89.857","89.071","89.931","91.209","92.974","93.711","94.830","94.540","95.857","96.453","97.755","98.302","98.068","100.000","102.947","105.513","107.813"
"IMF.RES:WEO(9.0.0)","HKG.LE.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Employed persons, Persons for countries / Index for country groups","Annual","Millions","3.195","3.255","3.221","3.197","3.269","3.335","3.403","3.474","3.511","3.473","3.473","3.570","3.648","3.715","3.737","3.773","3.782","3.820","3.877","3.872","3.697","3.669","3.635","3.706","3.691"
"IMF.RES:WEO(9.0.0)","LKA.GGXONLB_NGDP.A","OBS_VALUE","Sri Lanka","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-3.151","-3.004","-0.884","-0.349","-1.480","-1.792","-1.576","-1.493","-1.858","-2.914","-1.409","-1.248","-0.895","-0.537","-1.942","-2.081","-0.230","0.014","0.596","-1.854","-7.093","-5.731","-3.718","0.632","2.175"
"IMF.RES:WEO(9.0.0)","TWN.GGXWDN.A","OBS_VALUE","Taiwan Province of China","Net debt, General government, Domestic currency","Annual","Billions","2514.426","2858.000","2965.594","3306.386","3660.109","3873.998","3949.566","4045.750","4127.362","4499.575","4922.105","5199.965","5478.046","5651.984","5788.770","5808.716","5877.689","5867.548","5884.929","5830.583","6022.220","6140.668","6298.382","6409.203","6260.836"
"IMF.RES:WEO(9.0.0)","TWN.NGDPRPPPPC.A","OBS_VALUE","Taiwan Province of China","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","Annual","Units","31439.081","30820.019","32343.780","33585.224","35786.154","37578.016","39562.011","42121.369","42312.813","41481.049","45647.287","47196.008","48056.080","49127.797","51313.769","51936.357","52953.169","54819.009","56369.427","58056.763","60149.198","64701.984","66754.340","67054.001","70358.373"
"IMF.RES:WEO(9.0.0)","HKG.NGDPRPC.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","Annual","Units","243131.193","243811.866","248016.890","254146.093","274895.626","293474.217","311087.873","329571.371","335351.886","325585.587","344874.576","358560.799","361530.052","370680.498","378714.445","384744.244","389469.647","402253.466","409677.605","401069.078","379553.907","405427.684","386777.159","396313.447","407719.649"
